production_run_id,production_date,product_id,quantity_produced,direct_labor_hours,waste_quantity_produced,waste_reason
PR00543,2024-05-23,P082,377,153.43,0,None
PR00544,2023-08-02,P002,473,53.98,0,None
PR00545,2023-05-05,P059,387,124.77,0,None
PR00546,2024-07-25,P020,470,106.5,0,None
PR00547,2024-07-03,P080,284,105.31,1,Overproduction
PR00548,2024-01-17,P066,269,109.87,0,None
PR00549,2024-08-14,P094,485,145.65,0,None
PR00550,2024-05-03,P084,377,116.27,0,None
PR00551,2024-07-15,P080,98,27.86,0,None
PR00552,2023-07-25,P056,175,68.1,0,None
PR00553,2024-03-11,P035,256,29.82,0,None
PR00554,2023-04-04,P072,400,122.17,0,None
PR00555,2024-01-10,P008,54,26.19,0,None
PR00556,2024-11-14,P027,154,72.51,0,None
PR00557,2023-05-23,P073,189,29.43,0,None
PR00558,2024-04-29,P084,61,12.12,0,None
PR00559,2023-09-10,P004,444,145.15,0,None
PR00560,2023-10-24,P026,232,97.77,0,None
PR00561,2024-10-17,P060,219,30.46,0,None
PR00562,2024-12-06,P021,204,101.13,0,None
PR00563,2023-04-03,P091,298,48.23,0,None
PR00564,2023-09-07,P066,77,10.76,0,None
PR00565,2024-11-28,P081,333,73.63,0,None
PR00566,2024-05-17,P043,141,53.71,0,None
PR00567,2024-05-11,P018,352,175.66,0,None
PR00568,2024-01-12,P077,148,53.48,0,None
PR00569,2024-03-04,P048,384,75.38,0,None
PR00570,2023-09-06,P068,270,115.0,0,None
PR00571,2024-09-21,P039,118,12.97,0,None
PR00572,2024-05-13,P027,243,57.1,0,None
PR00573,2024-11-24,P087,315,153.52,0,None
PR00574,2024-06-23,P074,159,52.3,0,None
PR00575,2023-11-28,P015,475,68.36,0,None
PR00576,2023-11-10,P037,102,36.56,0,None
PR00577,2023-07-03,P081,219,79.14,0,None
PR00578,2024-05-05,P011,445,93.05,0,None
PR00579,2024-10-14,P017,158,58.42,0,None
PR00580,2024-05-13,P049,206,81.52,0,None
PR00581,2024-06-29,P045,105,31.91,0,None
PR00582,2024-10-20,P006,323,74.32,7,Spoilage
PR00583,2023-02-21,P043,206,88.27,0,None
PR00584,2024-11-18,P033,115,13.49,0,None
PR00585,2023-02-22,P078,105,28.28,0,None
PR00586,2024-11-08,P087,488,189.36,0,None
PR00587,2024-03-25,P093,219,34.52,0,None
PR00588,2024-05-20,P038,120,59.57,10,Production Error
PR00589,2023-01-30,P080,59,6.0,0,None
PR00590,2023-06-03,P035,472,64.39,11,Defective Material
PR00591,2023-05-17,P063,271,92.05,0,None
PR00592,2023-05-05,P082,399,91.14,20,Production Error
PR00593,2023-12-16,P033,327,129.28,0,None
PR00594,2024-09-07,P096,469,217.35,0,None
PR00595,2024-05-05,P094,436,52.7,0,None
PR00596,2024-02-23,P054,344,147.93,0,None
PR00597,2024-06-17,P011,334,76.04,0,None
PR00598,2023-04-07,P083,396,76.91,0,None
PR00599,2024-12-24,P077,91,15.59,0,None
PR00600,2023-09-02,P038,140,57.5,0,None
PR00601,2024-08-05,P074,188,53.66,0,None
PR00602,2024-07-08,P010,402,179.93,0,None
PR00603,2023-11-20,P093,248,46.69,0,None
PR00604,2023-04-11,P078,119,56.64,0,None
PR00605,2023-04-10,P068,421,192.13,0,None
PR00606,2024-10-16,P066,82,30.44,0,None
PR00607,2024-12-17,P020,172,55.53,0,None
PR00608,2023-05-06,P080,181,33.2,0,None
PR00609,2023-01-13,P069,389,93.67,18,Overproduction
PR00610,2024-06-29,P100,57,14.61,0,None
PR00611,2023-04-02,P001,333,62.55,0,None
PR00612,2024-02-09,P034,159,63.4,0,None
PR00613,2024-09-21,P015,71,30.19,0,None
PR00614,2024-11-10,P045,107,32.67,0,None
PR00615,2024-01-25,P058,414,92.32,0,None
PR00616,2024-06-04,P085,169,45.46,0,None
PR00617,2024-04-17,P021,295,96.88,0,None
PR00618,2024-03-14,P078,82,26.8,0,None
PR00619,2023-09-19,P085,327,121.84,2,Spoilage
PR00620,2023-11-13,P043,341,36.58,0,None
PR00621,2024-03-12,P070,407,146.18,0,None
PR00622,2024-07-09,P036,440,151.24,0,None
PR00623,2023-02-22,P078,493,211.58,0,None
PR00624,2023-06-03,P041,332,125.2,0,None
PR00625,2024-06-27,P079,153,25.79,0,None
PR00626,2024-01-06,P074,424,107.67,0,None
PR00627,2023-10-25,P088,432,166.23,34,Defective Material
PR00628,2024-06-07,P047,168,46.79,0,None
PR00629,2023-04-05,P035,235,84.58,0,None
PR00630,2023-11-13,P073,314,137.79,0,None
PR00631,2024-05-09,P005,322,91.65,0,None
PR00632,2023-08-18,P012,252,48.79,0,None
PR00633,2023-08-18,P076,208,59.96,0,None
PR00634,2023-03-30,P006,142,63.54,10,Overproduction
PR00635,2023-04-17,P052,347,141.66,0,None
PR00636,2024-07-06,P058,371,168.68,0,None
PR00637,2023-03-07,P084,375,125.93,0,None
PR00638,2023-02-08,P029,221,101.05,0,None
PR00639,2024-05-11,P053,432,84.57,0,None
PR00640,2023-06-04,P031,255,34.43,0,None
PR00641,2023-10-03,P052,339,145.11,0,None
PR00642,2023-02-23,P068,380,176.15,0,None
PR00643,2024-12-16,P020,409,161.58,0,None
PR00644,2024-07-03,P044,356,153.46,0,None
PR00645,2024-09-29,P083,226,23.66,0,None
PR00646,2023-11-21,P046,298,136.16,0,None
PR00647,2024-10-02,P089,205,81.61,18,Production Error
PR00648,2023-12-17,P083,296,81.57,0,None
PR00649,2023-02-12,P007,391,173.1,0,None
PR00650,2024-01-16,P044,303,123.38,0,None
PR00651,2023-06-12,P026,492,219.18,0,None
PR00652,2024-02-19,P023,350,69.22,0,None
PR00653,2024-04-07,P019,348,155.84,0,None
PR00654,2024-11-08,P027,303,80.73,0,None
PR00655,2023-11-07,P064,58,27.68,0,None
PR00656,2024-12-28,P067,247,70.85,0,None
PR00657,2024-04-03,P015,335,102.74,0,None
PR00658,2024-07-07,P039,299,67.31,0,None
PR00659,2024-02-03,P025,140,20.2,0,None
PR00660,2023-06-16,P066,197,39.99,0,None
PR00661,2023-02-14,P020,298,115.54,0,None
PR00662,2024-03-11,P075,399,155.7,36,Overproduction
PR00663,2024-11-08,P005,344,42.12,0,None
PR00664,2023-07-20,P059,133,40.29,0,None
PR00665,2024-08-24,P074,79,26.51,0,None
PR00666,2023-12-31,P069,270,134.61,12,Spoilage
PR00667,2023-03-17,P078,239,36.48,0,None
PR00668,2023-12-30,P046,229,75.07,0,None
PR00669,2024-06-24,P054,50,23.92,3,Defective Material
PR00670,2024-02-29,P095,151,29.44,0,None
PR00671,2023-09-27,P079,194,70.89,0,None
PR00672,2024-05-20,P018,207,83.79,17,Production Error
PR00673,2024-04-22,P065,277,113.56,23,Production Error
PR00674,2023-05-21,P017,373,56.79,0,None
PR00675,2023-06-28,P063,120,27.39,0,None
PR00676,2023-10-07,P023,301,106.83,0,None
PR00677,2023-04-20,P063,349,162.11,0,None
PR00678,2023-03-23,P036,494,190.56,0,None
PR00679,2024-12-14,P029,278,116.48,0,None
PR00680,2024-02-16,P074,232,80.77,12,Spoilage
PR00681,2023-10-10,P030,279,118.39,0,None
PR00682,2024-08-09,P087,405,139.92,0,None
PR00683,2023-07-23,P093,91,9.24,0,None
PR00684,2023-11-25,P052,494,185.55,0,None
PR00685,2023-02-05,P026,423,90.17,0,None
PR00686,2024-06-15,P098,177,18.15,0,None
PR00687,2024-09-27,P085,274,65.48,8,Defective Material
PR00688,2024-07-24,P044,136,51.95,0,None
PR00689,2023-05-30,P018,403,130.52,0,None
PR00690,2023-05-31,P096,311,112.93,0,None
PR00691,2024-06-05,P061,84,32.68,0,None
PR00692,2024-07-30,P015,413,106.34,0,None
PR00693,2024-03-19,P056,128,56.07,0,None
PR00694,2023-07-27,P039,277,82.06,0,None
PR00695,2023-05-03,P049,411,145.24,0,None
PR00696,2024-06-08,P006,132,46.62,0,None
PR00697,2023-07-26,P046,69,14.86,0,None
PR00698,2024-04-27,P099,364,40.97,0,None
PR00699,2024-04-19,P067,350,68.85,19,Defective Material
PR00700,2023-05-23,P066,329,152.89,0,None
PR00701,2024-09-26,P059,383,60.98,31,Spoilage
PR00702,2024-08-31,P070,478,206.99,30,Defective Material
PR00703,2024-01-29,P036,392,173.06,0,None
PR00704,2023-09-16,P050,222,55.23,0,None
PR00705,2023-03-20,P053,263,95.1,0,None
PR00706,2023-10-25,P060,438,216.16,0,None
PR00707,2023-09-26,P067,318,84.84,0,None
PR00708,2023-02-14,P037,153,65.52,0,None
PR00709,2024-10-01,P043,245,43.6,0,None
PR00710,2023-06-18,P079,183,77.47,0,None
PR00711,2023-07-19,P072,454,160.22,0,None
PR00712,2023-05-22,P078,311,84.5,0,None
PR00713,2023-05-22,P037,151,70.38,6,Overproduction
PR00714,2023-10-24,P046,96,36.65,0,None
PR00715,2023-04-03,P064,74,25.84,0,None
PR00716,2024-02-06,P053,389,136.4,0,None
PR00717,2023-12-16,P083,458,184.44,0,None
PR00718,2024-07-04,P035,196,20.58,0,None
PR00719,2023-10-11,P041,423,205.8,21,Overproduction
PR00720,2023-11-04,P021,248,87.15,0,None
PR00721,2024-06-03,P096,381,147.5,0,None
PR00722,2023-06-07,P056,427,48.27,16,Overproduction
PR00723,2024-03-08,P073,494,79.56,0,None
PR00724,2024-02-10,P005,390,80.77,0,None
PR00725,2023-05-09,P041,299,74.36,21,Defective Material
PR00726,2024-10-22,P041,185,89.21,0,None
PR00727,2024-10-14,P044,50,21.31,0,None
PR00728,2023-08-13,P097,57,25.47,0,None
PR00729,2024-08-26,P007,170,61.47,0,None
PR00730,2023-05-10,P051,396,156.03,0,None
PR00731,2024-10-07,P037,268,88.18,0,None
PR00732,2024-05-17,P067,303,124.36,0,None
PR00733,2024-09-22,P077,291,113.53,0,None
PR00734,2024-12-12,P068,195,51.5,0,None
PR00735,2024-10-03,P005,489,105.3,0,None
PR00736,2023-12-11,P005,460,104.75,0,None
PR00737,2024-11-18,P070,445,208.79,0,None
PR00738,2024-11-12,P084,478,81.32,0,None
PR00739,2023-10-22,P069,397,135.78,0,None
PR00740,2023-05-27,P022,182,90.28,0,None
PR00741,2024-04-24,P090,245,41.72,0,None
PR00742,2023-08-20,P020,482,158.04,0,None
PR00743,2023-04-26,P070,411,181.26,0,None
PR00744,2024-12-29,P083,205,31.5,0,None
PR00745,2023-04-13,P067,331,150.46,20,Defective Material
PR00746,2023-01-25,P083,290,135.91,0,None
PR00747,2023-03-13,P062,97,15.96,0,None
PR00748,2023-06-26,P084,99,15.19,0,None
PR00749,2023-01-27,P070,381,125.88,0,None
PR00750,2023-09-11,P042,75,13.79,0,None
PR00751,2024-01-12,P081,262,119.48,0,None
PR00752,2024-11-26,P068,283,119.91,0,None
PR00753,2023-02-26,P051,110,12.51,0,None
PR00754,2024-12-01,P065,417,130.22,0,None
PR00755,2023-12-28,P041,157,20.46,0,None
PR00756,2023-07-06,P044,232,69.5,0,None
PR00757,2023-03-18,P017,79,25.71,0,None
PR00758,2024-12-08,P040,92,40.43,0,None
PR00759,2024-12-03,P068,145,68.89,0,None
PR00760,2024-09-26,P093,254,46.99,0,None
PR00761,2024-11-22,P057,494,112.82,0,None
PR00762,2024-06-07,P024,448,120.82,0,None
PR00763,2024-06-12,P004,250,90.59,0,None
PR00764,2024-05-16,P022,322,91.63,0,None
PR00765,2023-01-20,P090,435,217.07,0,None
PR00766,2023-06-20,P003,167,28.38,0,None
PR00767,2024-06-05,P095,387,152.61,23,Overproduction
PR00768,2024-11-15,P083,144,42.8,0,None
PR00769,2024-08-31,P027,268,58.07,0,None
PR00770,2024-01-22,P058,220,87.92,0,None
PR00771,2024-11-24,P098,392,133.98,16,Spoilage
PR00772,2024-02-16,P021,300,84.57,16,Overproduction
PR00773,2023-12-22,P050,449,88.41,0,None
PR00774,2024-04-03,P002,299,128.76,12,Defective Material
PR00775,2023-02-02,P030,476,80.87,39,Production Error
PR00776,2023-08-01,P067,63,20.66,0,None
PR00777,2023-09-13,P081,333,152.86,0,None
PR00778,2024-05-31,P078,344,86.51,0,None
PR00779,2024-01-19,P026,65,27.3,0,None
PR00780,2023-01-26,P074,408,131.15,0,None
PR00781,2024-08-07,P096,481,99.59,0,None
PR00782,2023-12-21,P042,329,76.2,0,None
PR00783,2023-03-17,P090,190,27.92,0,None
PR00784,2023-04-12,P094,404,44.45,0,None
PR00785,2024-01-24,P013,466,214.32,2,Defective Material
PR00786,2023-01-28,P032,304,41.04,0,None
PR00787,2023-08-02,P051,69,21.62,0,None
PR00788,2023-06-02,P083,149,47.36,0,None
PR00789,2023-04-29,P045,384,115.34,0,None
PR00790,2023-07-01,P091,104,47.19,0,None
PR00791,2023-08-18,P099,264,77.29,0,None
PR00792,2024-02-12,P082,342,77.07,0,None
PR00793,2024-05-06,P100,50,15.21,2,Production Error
PR00794,2023-11-17,P067,420,104.03,0,None
PR00795,2024-12-18,P058,140,52.08,0,None
PR00796,2023-07-08,P039,370,94.28,0,None
PR00797,2024-09-23,P070,255,47.41,0,None
PR00798,2024-10-13,P020,251,57.45,0,None
PR00799,2024-04-16,P083,435,145.96,40,Production Error
PR00800,2024-04-06,P085,312,65.32,0,None
PR00801,2023-06-18,P081,108,27.78,0,None
PR00802,2024-11-01,P028,346,148.34,0,None
PR00803,2024-03-30,P039,226,37.28,0,None
PR00804,2023-02-09,P076,298,89.3,0,None
PR00805,2023-11-30,P016,110,21.09,0,None
PR00806,2024-04-29,P036,460,133.45,0,None
PR00807,2023-12-14,P099,249,34.31,0,None
PR00808,2023-01-27,P006,224,37.53,0,None
PR00809,2023-09-12,P056,128,35.88,0,None
PR00810,2023-01-03,P022,126,29.09,0,None
PR00811,2023-01-26,P007,62,7.26,0,None
PR00812,2024-06-30,P006,413,120.5,0,None
PR00813,2023-11-09,P016,289,60.09,0,None
PR00814,2024-09-19,P073,158,47.14,0,None
PR00815,2024-11-05,P053,68,31.75,0,None
PR00816,2024-10-05,P033,496,113.41,0,None
PR00817,2023-06-02,P031,342,46.72,33,Defective Material
PR00818,2024-10-09,P033,294,139.09,0,None
PR00819,2024-04-21,P032,346,65.91,22,Overproduction
PR00820,2023-10-06,P051,107,51.87,0,None
PR00821,2023-09-27,P058,237,103.5,15,Production Error
PR00822,2023-06-07,P046,416,120.34,0,None
PR00823,2024-06-13,P033,271,28.98,0,None
PR00824,2023-05-02,P096,482,221.39,0,None
PR00825,2023-10-07,P092,427,180.71,0,None
PR00826,2023-07-19,P030,261,89.95,3,Overproduction
PR00827,2023-01-26,P069,307,128.42,0,None
PR00828,2024-07-20,P019,407,61.56,0,None
PR00829,2024-01-14,P065,118,14.9,0,None
PR00830,2023-03-22,P077,53,8.91,0,None
PR00831,2023-04-22,P028,449,53.69,0,None
PR00832,2024-03-22,P022,287,81.4,0,None
PR00833,2024-11-05,P006,334,91.52,0,None
PR00834,2024-08-17,P069,251,106.43,0,None
PR00835,2024-05-02,P083,393,88.26,7,Spoilage
PR00836,2024-07-09,P088,487,94.51,0,None
PR00837,2023-04-18,P060,458,131.19,0,None
PR00838,2024-05-09,P090,235,97.59,0,None
PR00839,2023-02-22,P038,450,101.82,0,None
PR00840,2023-01-16,P022,431,125.26,0,None
PR00841,2023-03-21,P007,95,20.72,0,None
PR00842,2024-05-18,P025,52,24.19,0,None
PR00843,2024-10-06,P068,333,89.35,0,None
PR00844,2023-11-25,P080,228,85.69,0,None
PR00845,2023-08-26,P091,423,43.06,0,None
PR00846,2024-12-30,P040,265,100.36,15,Defective Material
PR00847,2024-02-17,P034,267,68.75,0,None
PR00848,2023-12-26,P099,274,59.96,0,None
PR00849,2023-07-10,P025,336,86.4,0,None
PR00850,2024-07-18,P016,223,111.16,0,None
PR00851,2023-11-24,P069,292,129.74,0,None
PR00852,2024-03-02,P074,80,8.02,0,None
PR00853,2024-04-30,P046,456,204.62,0,None
PR00854,2023-02-21,P042,221,109.18,0,None
PR00855,2024-02-21,P031,255,111.61,0,None
PR00856,2023-06-16,P077,390,48.21,0,None
PR00857,2024-08-03,P083,204,83.61,0,None
PR00858,2023-01-16,P083,406,72.05,0,None
PR00859,2024-09-30,P019,215,97.29,0,None
PR00860,2023-07-07,P099,221,62.07,0,None
PR00861,2024-12-23,P019,352,41.65,0,None
PR00862,2024-08-08,P048,158,24.48,10,Production Error
PR00863,2024-11-12,P047,472,95.48,0,None
PR00864,2023-04-27,P094,399,130.45,25,Defective Material
PR00865,2024-10-30,P056,56,15.61,0,None
PR00866,2023-02-19,P060,304,146.97,0,None
PR00867,2023-12-08,P038,107,41.21,0,None
PR00868,2024-01-01,P019,178,23.16,0,None
PR00869,2023-10-11,P021,257,110.64,0,None
PR00870,2023-10-17,P044,248,87.27,0,None
PR00871,2024-10-12,P090,208,70.53,0,None
PR00872,2024-04-07,P034,482,179.4,0,None
PR00873,2024-06-30,P084,348,49.08,0,None
PR00874,2023-02-09,P019,276,75.44,0,None
PR00875,2023-10-12,P061,93,33.09,0,None
PR00876,2024-04-08,P100,103,44.85,7,Defective Material
PR00877,2024-10-27,P079,306,75.51,0,None
PR00878,2023-09-09,P062,366,128.82,0,None
PR00879,2023-01-15,P042,253,50.57,0,None
PR00880,2024-04-26,P026,389,140.98,0,None
PR00881,2024-01-17,P024,290,66.3,0,None
PR00882,2024-04-11,P049,167,18.68,0,None
PR00883,2024-12-15,P027,225,29.93,6,Overproduction
PR00884,2024-06-10,P031,242,102.18,0,None
PR00885,2023-12-04,P030,79,39.39,2,Spoilage
PR00886,2024-01-10,P050,90,43.97,0,None
PR00887,2024-12-25,P045,261,72.99,0,None
PR00888,2023-04-22,P093,341,70.87,0,None
PR00889,2023-11-13,P075,55,17.39,2,Overproduction
PR00890,2023-11-30,P092,111,31.7,3,Production Error
PR00891,2023-08-24,P002,455,138.94,0,None
PR00892,2024-01-27,P019,409,92.55,0,None
PR00893,2024-03-25,P033,385,50.41,0,None
PR00894,2023-07-10,P100,358,40.22,0,None
PR00895,2024-01-05,P009,409,68.32,0,None
PR00896,2023-04-23,P026,289,42.97,0,None
PR00897,2023-04-11,P053,263,32.64,0,None
PR00898,2023-11-26,P100,81,24.43,0,None
PR00899,2023-02-25,P022,271,92.29,0,None
PR00900,2024-08-15,P048,476,224.31,0,None
PR00901,2024-01-26,P078,490,88.83,0,None
PR00902,2023-03-31,P087,236,67.76,0,None
PR00903,2024-11-15,P089,78,14.72,0,None
PR00904,2023-09-26,P086,414,182.02,0,None
PR00905,2023-10-23,P098,408,174.45,0,None
PR00906,2024-02-28,P052,309,148.57,0,None
PR00907,2024-12-19,P043,69,28.65,3,Defective Material
PR00908,2023-04-09,P082,167,78.58,0,None
PR00909,2023-07-04,P081,199,63.53,0,None
PR00910,2023-01-21,P092,238,39.14,0,None
PR00911,2023-09-03,P096,310,75.52,0,None
PR00912,2023-10-02,P088,279,28.83,2,Defective Material
PR00913,2023-02-05,P087,339,91.79,5,Defective Material
PR00914,2023-12-29,P054,428,63.25,0,None
PR00915,2023-08-30,P096,443,87.48,0,None
PR00916,2024-03-18,P052,262,35.58,0,None
PR00917,2024-03-26,P046,94,18.41,0,None
PR00918,2023-06-13,P099,402,68.83,19,Defective Material
PR00919,2023-01-13,P079,256,34.01,0,None
PR00920,2024-09-30,P047,233,33.68,0,None
PR00921,2023-11-04,P032,56,27.88,0,None
PR00922,2023-04-05,P022,187,92.85,0,None
PR00923,2024-02-03,P060,214,67.1,0,None
PR00924,2024-10-22,P039,60,24.95,0,None
PR00925,2024-02-08,P003,363,82.65,24,Spoilage
PR00926,2023-07-13,P017,332,70.58,0,None
PR00927,2024-12-24,P048,103,45.46,0,None
PR00928,2023-07-27,P039,113,16.47,6,Defective Material
PR00929,2023-10-14,P062,336,63.74,17,Defective Material
PR00930,2024-01-28,P076,491,174.86,48,Overproduction
PR00931,2023-10-10,P078,345,113.08,0,None
PR00932,2023-08-01,P035,371,87.49,0,None
PR00933,2024-09-24,P005,370,104.86,0,None
PR00934,2023-03-21,P096,224,96.7,0,None
PR00935,2023-03-02,P093,363,164.45,0,None
PR00936,2023-07-28,P084,204,61.7,0,None
PR00937,2024-05-19,P023,458,77.64,0,None
PR00938,2023-04-30,P087,297,60.25,22,Defective Material
PR00939,2023-09-21,P030,278,102.84,0,None
PR00940,2024-03-16,P094,181,52.09,0,None
PR00941,2023-10-21,P017,52,13.06,0,None
PR00942,2024-11-18,P067,415,81.77,0,None
PR00943,2024-04-23,P066,99,36.39,0,None
PR00944,2023-09-05,P050,395,100.88,0,None
PR00945,2024-01-30,P035,139,65.88,0,None
PR00946,2024-04-21,P037,426,162.32,0,None
PR00947,2024-11-06,P072,461,151.2,0,None
PR00948,2023-09-19,P047,301,63.56,0,None
PR00949,2024-08-31,P030,361,141.68,0,None
PR00950,2024-06-16,P004,396,98.11,0,None
PR00951,2024-10-14,P060,113,50.34,0,None
PR00952,2024-09-28,P019,75,28.55,0,None
PR00953,2024-12-10,P039,214,104.51,0,None
PR00954,2024-06-29,P015,126,47.63,0,None
PR00955,2024-06-26,P081,391,139.6,0,None
PR00956,2024-06-28,P010,458,46.62,0,None
PR00957,2024-04-28,P018,219,61.2,0,None
PR00958,2024-02-05,P030,468,87.97,0,None
PR00959,2024-02-04,P022,362,174.44,0,None
PR00960,2023-05-25,P026,460,49.51,0,None
PR00961,2024-01-06,P062,67,21.69,0,None
PR00962,2024-11-28,P021,351,136.05,0,None
PR00963,2024-01-15,P066,480,179.55,0,None
PR00964,2023-02-17,P060,245,87.6,0,None
PR00965,2023-10-05,P080,266,47.93,0,None
PR00966,2023-01-24,P031,244,109.69,0,None
PR00967,2024-05-26,P071,365,180.84,11,Spoilage
PR00968,2024-02-14,P100,178,58.67,0,None
PR00969,2023-06-15,P033,404,132.82,21,Overproduction
PR00970,2023-06-02,P084,176,63.14,0,None
PR00971,2023-10-11,P084,343,72.01,0,None
PR00972,2023-03-18,P013,257,36.28,0,None
PR00973,2024-01-15,P017,87,22.82,0,None
PR00974,2024-03-19,P005,299,47.93,0,None
PR00975,2024-07-04,P076,326,144.63,0,None
PR00976,2023-01-12,P042,81,10.63,0,None
PR00977,2024-01-09,P059,442,176.82,0,None
PR00978,2024-11-09,P029,130,40.22,0,None
PR00979,2024-09-10,P060,449,154.96,0,None
PR00980,2023-04-23,P078,444,190.68,0,None
PR00981,2024-06-07,P061,118,52.32,0,None
PR00982,2023-09-04,P063,173,65.91,0,None
PR00983,2024-01-30,P088,334,158.93,6,Defective Material
PR00984,2023-06-04,P067,363,45.35,11,Spoilage
PR00985,2024-02-15,P046,287,35.59,0,None
PR00986,2024-08-09,P030,285,83.15,0,None
PR00987,2024-02-04,P100,339,76.92,0,None
PR00988,2024-11-25,P092,480,136.94,0,None
PR00989,2023-11-10,P097,173,52.84,0,None
PR00990,2023-08-19,P060,356,139.24,0,None
PR00991,2023-02-12,P063,203,76.87,0,None
PR00992,2023-09-05,P014,206,40.14,0,None
PR00993,2023-08-29,P076,78,19.81,5,Overproduction
PR00994,2023-08-19,P020,98,46.94,0,None
PR00995,2024-06-10,P020,322,60.42,0,None
PR00996,2023-11-07,P071,103,33.61,0,None
PR00997,2024-07-01,P034,418,101.79,0,None
PR00998,2023-01-27,P046,193,40.7,0,None
PR00999,2024-03-14,P041,400,113.51,0,None
PR01000,2023-08-16,P081,350,75.08,2,Production Error
PR01001,2023-07-01,P065,388,133.52,0,None
PR01002,2023-02-11,P037,313,52.72,0,None
PR01003,2024-01-14,P007,411,119.36,0,None
PR01004,2023-09-13,P009,496,163.54,22,Overproduction
PR01005,2023-03-29,P028,85,14.8,0,None
PR01006,2023-03-17,P012,322,130.31,0,None
PR01007,2024-04-21,P014,310,60.9,0,None
PR01008,2023-03-07,P047,424,140.66,32,Overproduction
PR01009,2024-10-22,P082,254,99.66,0,None
PR01010,2023-05-30,P016,443,143.96,0,None
PR01011,2023-07-16,P046,430,182.73,0,None
PR01012,2024-10-08,P048,488,227.64,0,None
PR01013,2023-02-18,P018,165,27.12,0,None
PR01014,2024-11-05,P066,390,67.92,0,None
PR01015,2023-08-24,P020,300,33.05,26,Overproduction
PR01016,2023-01-01,P009,390,87.88,0,None
PR01017,2023-12-10,P038,244,102.94,17,Spoilage
PR01018,2024-08-11,P063,469,52.78,29,Overproduction
PR01019,2023-04-17,P056,100,48.55,5,Spoilage
PR01020,2023-08-06,P072,417,202.19,0,None
PR01021,2023-10-24,P042,499,97.11,0,None
PR01022,2023-03-12,P036,359,74.07,0,None
PR01023,2024-12-20,P098,401,102.93,0,None
PR01024,2024-07-23,P057,329,156.51,0,None
PR01025,2024-01-01,P050,151,27.59,0,None
PR01026,2024-01-08,P018,255,31.8,0,None
PR01027,2023-11-18,P009,482,186.73,0,None
PR01028,2023-05-19,P094,192,83.53,3,Defective Material
PR01029,2023-05-18,P060,193,31.62,0,None
PR01030,2024-07-21,P058,488,97.5,0,None
PR01031,2023-09-22,P036,294,40.39,0,None
PR01032,2023-07-31,P088,181,66.48,0,None
PR01033,2023-03-15,P083,485,74.99,0,None
PR01034,2023-12-31,P083,192,28.3,0,None
PR01035,2024-02-13,P023,229,32.18,19,Overproduction
PR01036,2024-10-06,P018,408,61.76,0,None
PR01037,2024-11-20,P064,428,179.27,0,None
PR01038,2023-10-18,P079,63,18.15,0,None
PR01039,2023-02-14,P020,282,64.98,0,None
PR01040,2023-08-24,P044,392,104.02,38,Defective Material
PR01041,2023-04-25,P040,299,71.16,0,None
PR01042,2023-09-10,P008,161,68.75,0,None
PR01043,2023-09-09,P088,318,149.55,0,None
PR01044,2023-11-07,P065,71,20.77,4,Defective Material
PR01045,2023-05-28,P051,323,143.0,0,None
PR01046,2023-04-06,P007,176,46.14,0,None
PR01047,2024-03-19,P043,259,93.21,0,None
PR01048,2023-07-10,P058,449,126.71,0,None
PR01049,2023-04-19,P007,323,98.5,0,None
